,Type,Year,State,Gender,Total
526,Diploma,2008,Lakshadweep,Female,0
527,Diploma,2008,Lakshadweep,Male,0
46,Diploma,2001,Mizoram,Female,0
5917,Primary,2001,Lakshadweep,Male,0
247,Diploma,2004,Lakshadweep,Male,0
394,Diploma,2006,Meghalaya,Female,0
45,Diploma,2001,Meghalaya,Male,0
246,Diploma,2004,Lakshadweep,Female,0
113,Diploma,2002,Manipur,Male,0
5864,Post Graduate and Above,2012,Punjab,Female,0
6343,Primary,2007,Manipur,Male,0
5865,Post Graduate and Above,2012,Punjab,Male,0
535,Diploma,2008,Meghalaya,Male,0
5916,Primary,2001,Lakshadweep,Female,0
6616,Primary,2011,Lakshadweep,Female,0
240,Diploma,2004,Jharkhand,Female,0
239,Diploma,2004,Jammu & Kashmir,Male,0
399,Diploma,2006,Nagaland,Male,0
230,Diploma,2004,Goa,Female,0
115,Diploma,2002,Meghalaya,Male,0
75,Diploma,2002,Arunachal Pradesh,Male,0
236,Diploma,2004,Himachal Pradesh,Female,0
6062,Primary,2003,Manipur,Female,0
74,Diploma,2002,Arunachal Pradesh,Female,0
412,Diploma,2006,Tripura,Female,0
211,Diploma,2004,A & N Islands,Male,0
5877,Post Graduate and Above,2012,Uttarakhand,Male,0
6546,Primary,2010,Lakshadweep,Female,0
409,Diploma,2006,Sikkim,Male,0
553,Diploma,2008,Tripura,Male,0
6063,Primary,2003,Manipur,Male,0
231,Diploma,2004,Goa,Male,0
168,Diploma,2003,Jammu & Kashmir,Female,0
437,Diploma,2007,Daman & Diu,Male,0
6064,Primary,2003,Meghalaya,Female,0
6407,Primary,2008,Lakshadweep,Male,0
6692,Primary,2012,Manipur,Female,0
6406,Primary,2008,Lakshadweep,Female,0
552,Diploma,2008,Tripura,Female,0
210,Diploma,2004,A & N Islands,Female,0
224,Diploma,2004,D & N Haveli,Female,0
206,Diploma,2003,Uttarakhand,Female,0
548,Diploma,2008,Sikkim,Female,0
71,Diploma,2002,A & N Islands,Male,0
408,Diploma,2006,Sikkim,Female,0
227,Diploma,2004,Daman & Diu,Male,0
207,Diploma,2003,Uttarakhand,Male,0
116,Diploma,2002,Mizoram,Female,0
5896,Primary,2001,Daman & Diu,Female,0
107,Diploma,2002,Lakshadweep,Male,0
11,Diploma,2001,Chandigarh,Male,0
420,Diploma,2007,A & N Islands,Female,0
536,Diploma,2008,Mizoram,Female,0
226,Diploma,2004,Daman & Diu,Female,0
436,Diploma,2007,Daman & Diu,Female,0
238,Diploma,2004,Jammu & Kashmir,Female,0
5873,Post Graduate and Above,2012,Tripura,Male,0
6056,Primary,2003,Lakshadweep,Female,0
218,Diploma,2004,Bihar,Female,0
537,Diploma,2008,Mizoram,Male,0
538,Diploma,2008,Nagaland,Female,0
219,Diploma,2004,Bihar,Male,0
430,Diploma,2007,Chandigarh,Female,0
30,Diploma,2001,Jharkhand,Female,0
435,Diploma,2007,D & N Haveli,Male,0
144,Diploma,2003,Arunachal Pradesh,Female,0
112,Diploma,2002,Manipur,Female,0
539,Diploma,2008,Nagaland,Male,0
434,Diploma,2007,D & N Haveli,Female,0
106,Diploma,2002,Lakshadweep,Female,0
214,Diploma,2004,Arunachal Pradesh,Female,0
117,Diploma,2002,Mizoram,Male,0
141,Diploma,2003,A & N Islands,Male,0
17,Diploma,2001,Daman & Diu,Male,0
542,Diploma,2008,Puducherry,Female,0
220,Diploma,2004,Chandigarh,Female,0
54,Diploma,2001,Punjab,Female,0
221,Diploma,2004,Chandigarh,Male,0
256,Diploma,2004,Mizoram,Female,0
338,Diploma,2005,Sikkim,Female,0
6127,Primary,2004,Lakshadweep,Male,0
151,Diploma,2003,Chandigarh,Male,0
155,Diploma,2003,D & N Haveli,Male,0
306,Diploma,2005,Himachal Pradesh,Female,0
157,Diploma,2003,Daman & Diu,Male,0
308,Diploma,2005,Jammu & Kashmir,Female,0
177,Diploma,2003,Lakshadweep,Male,0
309,Diploma,2005,Jammu & Kashmir,Male,0
310,Diploma,2005,Jharkhand,Female,0
47,Diploma,2001,Mizoram,Male,0
464,Diploma,2007,Meghalaya,Female,0
6244,Primary,2006,D & N Haveli,Female,0
156,Diploma,2003,Daman & Diu,Female,0
465,Diploma,2007,Meghalaya,Male,0
486,Diploma,2007,Uttarakhand,Female,0
355,Diploma,2006,Arunachal Pradesh,Male,0
354,Diploma,2006,Arunachal Pradesh,Female,0
85,Diploma,2002,D & N Haveli,Male,0
187,Diploma,2003,Mizoram,Male,0
188,Diploma,2003,Nagaland,Female,0
189,Diploma,2003,Nagaland,Male,0
462,Diploma,2007,Manipur,Female,0
81,Diploma,2002,Chandigarh,Male,0
66,Diploma,2001,Uttarakhand,Female,0
494,Diploma,2008,Arunachal Pradesh,Female,0
176,Diploma,2003,Lakshadweep,Female,0
122,Diploma,2002,Puducherry,Female,0
491,Diploma,2008,A & N Islands,Male,0
5,Diploma,2001,Arunachal Pradesh,Male,0
88,Diploma,2002,Delhi,Female,0
48,Diploma,2001,Nagaland,Female,0
463,Diploma,2007,Manipur,Male,0
87,Diploma,2002,Daman & Diu,Male,0
86,Diploma,2002,Daman & Diu,Female,0
490,Diploma,2008,A & N Islands,Female,0
351,Diploma,2006,A & N Islands,Male,0
466,Diploma,2007,Mizoram,Female,0
482,Diploma,2007,Tripura,Female,0
6197,Primary,2005,Lakshadweep,Male,0
324,Diploma,2005,Meghalaya,Female,0
21,Diploma,2001,Goa,Male,0
325,Diploma,2005,Meghalaya,Male,0
6196,Primary,2005,Lakshadweep,Female,0
326,Diploma,2005,Mizoram,Female,0
327,Diploma,2005,Mizoram,Male,0
328,Diploma,2005,Nagaland,Female,0
347,Diploma,2005,Uttarakhand,Male,0
329,Diploma,2005,Nagaland,Male,0
6686,Primary,2012,Lakshadweep,Female,0
339,Diploma,2005,Sikkim,Male,0
184,Diploma,2003,Meghalaya,Female,0
183,Diploma,2003,Manipur,Male,0
182,Diploma,2003,Manipur,Female,0
346,Diploma,2005,Uttarakhand,Female,0
37,Diploma,2001,Lakshadweep,Male,0
5986,Primary,2002,Lakshadweep,Female,0
322,Diploma,2005,Manipur,Female,0
467,Diploma,2007,Mizoram,Male,0
6,Diploma,2001,Assam,Female,0
316,Diploma,2005,Lakshadweep,Female,0
317,Diploma,2005,Lakshadweep,Male,0
468,Diploma,2007,Nagaland,Female,0
16,Diploma,2001,Daman & Diu,Female,0
5987,Primary,2002,Lakshadweep,Male,0
185,Diploma,2003,Meghalaya,Male,0
350,Diploma,2006,A & N Islands,Female,0
15,Diploma,2001,D & N Haveli,Male,0
84,Diploma,2002,D & N Haveli,Female,0
469,Diploma,2007,Nagaland,Male,0
323,Diploma,2005,Manipur,Male,0
186,Diploma,2003,Mizoram,Female,0
300,Diploma,2005,Goa,Female,0
495,Diploma,2008,Arunachal Pradesh,Male,0
297,Diploma,2005,Daman & Diu,Male,0
63,Diploma,2001,Tripura,Male,0
448,Diploma,2007,Jammu & Kashmir,Female,0
516,Diploma,2008,Himachal Pradesh,Female,0
42,Diploma,2001,Manipur,Female,0
62,Diploma,2001,Tripura,Female,0
378,Diploma,2006,Jammu & Kashmir,Female,0
268,Diploma,2004,Sikkim,Female,0
269,Diploma,2004,Sikkim,Male,0
6138,Primary,2004,Nagaland,Female,0
198,Diploma,2003,Sikkim,Female,0
78,Diploma,2002,Bihar,Female,0
449,Diploma,2007,Jammu & Kashmir,Male,0
43,Diploma,2001,Manipur,Male,0
276,Diploma,2004,Uttarakhand,Female,0
14,Diploma,2001,D & N Haveli,Female,0
28,Diploma,2001,Jammu & Kashmir,Female,0
76,Diploma,2002,Assam,Female,0
506,Diploma,2008,Daman & Diu,Female,0
96,Diploma,2002,Himachal Pradesh,Female,0
118,Diploma,2002,Nagaland,Female,0
26,Diploma,2001,Himachal Pradesh,Female,0
258,Diploma,2004,Nagaland,Female,0
387,Diploma,2006,Lakshadweep,Male,0
259,Diploma,2004,Nagaland,Male,0
6476,Primary,2009,Lakshadweep,Female,0
386,Diploma,2006,Lakshadweep,Female,0
160,Diploma,2003,Goa,Female,0
520,Diploma,2008,Jharkhand,Female,0
6132,Primary,2004,Manipur,Female,0
58,Diploma,2001,Sikkim,Female,0
6477,Primary,2009,Lakshadweep,Male,0
119,Diploma,2002,Nagaland,Male,0
59,Diploma,2001,Sikkim,Male,0
507,Diploma,2008,Daman & Diu,Male,0
280,Diploma,2005,A & N Islands,Female,0
296,Diploma,2005,Daman & Diu,Female,0
154,Diploma,2003,D & N Haveli,Female,0
288,Diploma,2005,Bihar,Female,0
290,Diploma,2005,Chandigarh,Female,0
291,Diploma,2005,Chandigarh,Male,0
129,Diploma,2002,Sikkim,Male,0
362,Diploma,2006,Chhattisgarh,Female,0
457,Diploma,2007,Lakshadweep,Male,0
6628,Primary,2011,Nagaland,Female,0
4,Diploma,2001,Arunachal Pradesh,Female,0
36,Diploma,2001,Lakshadweep,Female,0
360,Diploma,2006,Chandigarh,Female,0
294,Diploma,2005,D & N Haveli,Female,0
295,Diploma,2005,D & N Haveli,Male,0
6267,Primary,2006,Lakshadweep,Male,0
6266,Primary,2006,Lakshadweep,Female,0
498,Diploma,2008,Bihar,Female,0
365,Diploma,2006,D & N Haveli,Male,0
20,Diploma,2001,Goa,Female,0
370,Diploma,2006,Goa,Female,0
128,Diploma,2002,Sikkim,Female,0
504,Diploma,2008,D & N Haveli,Female,0
5950,Primary,2002,A & N Islands,Female,0
281,Diploma,2005,A & N Islands,Male,0
371,Diploma,2006,Goa,Male,0
284,Diploma,2005,Arunachal Pradesh,Female,0
44,Diploma,2001,Meghalaya,Female,0
456,Diploma,2007,Lakshadweep,Female,0
367,Diploma,2006,Daman & Diu,Male,0
80,Diploma,2002,Chandigarh,Female,0
285,Diploma,2005,Arunachal Pradesh,Male,0
366,Diploma,2006,Daman & Diu,Female,0
501,Diploma,2008,Chandigarh,Male,0
500,Diploma,2008,Chandigarh,Female,0
425,Diploma,2007,Arunachal Pradesh,Male,0
2837,Matriculate/Secondary,2005,Lakshadweep,Male,0
5859,Post Graduate and Above,2012,Nagaland,Male,0
4286,No Education,2002,Daman & Diu,Female,0
1191,Graduate,2006,A & N Islands,Male,0
1194,Graduate,2006,Arunachal Pradesh,Female,0
1195,Graduate,2006,Arunachal Pradesh,Male,0
4271,No Education,2002,A & N Islands,Male,0
4270,No Education,2002,A & N Islands,Female,0
1204,Graduate,2006,D & N Haveli,Female,0
1205,Graduate,2006,D & N Haveli,Male,0
1206,Graduate,2006,Daman & Diu,Female,0
4247,No Education,2001,Mizoram,Male,0
4246,No Education,2001,Mizoram,Female,0
4237,No Education,2001,Lakshadweep,Male,0
4236,No Education,2001,Lakshadweep,Female,0
1226,Graduate,2006,Lakshadweep,Female,0
1232,Graduate,2006,Manipur,Female,0
1233,Graduate,2006,Manipur,Male,0
1234,Graduate,2006,Meghalaya,Female,0
1235,Graduate,2006,Meghalaya,Male,0
1236,Graduate,2006,Mizoram,Female,0
4217,No Education,2001,Daman & Diu,Male,0
4216,No Education,2001,Daman & Diu,Female,0
1237,Graduate,2006,Mizoram,Male,0
1238,Graduate,2006,Nagaland,Female,0
1239,Graduate,2006,Nagaland,Male,0
1190,Graduate,2006,A & N Islands,Female,0
1179,Graduate,2005,Sikkim,Male,0
1249,Graduate,2006,Sikkim,Male,0
1178,Graduate,2005,Sikkim,Female,0
1099,Graduate,2004,Nagaland,Male,0
4389,No Education,2003,Nagaland,Male,0
4387,No Education,2003,Mizoram,Male,0
4383,No Education,2003,Manipur,Male,0
4382,No Education,2003,Manipur,Female,0
4377,No Education,2003,Lakshadweep,Male,0
4376,No Education,2003,Lakshadweep,Female,0
1108,Graduate,2004,Sikkim,Female,0
1109,Graduate,2004,Sikkim,Male,0
1124,Graduate,2005,Arunachal Pradesh,Female,0
1134,Graduate,2005,D & N Haveli,Female,0
1135,Graduate,2005,D & N Haveli,Male,0
1136,Graduate,2005,Daman & Diu,Female,0
1156,Graduate,2005,Lakshadweep,Female,0
1157,Graduate,2005,Lakshadweep,Male,0
4316,No Education,2002,Mizoram,Female,0
1162,Graduate,2005,Manipur,Female,0
1163,Graduate,2005,Manipur,Male,0
4307,No Education,2002,Lakshadweep,Male,0
4306,No Education,2002,Lakshadweep,Female,0
1165,Graduate,2005,Meghalaya,Male,0
1166,Graduate,2005,Mizoram,Female,0
1168,Graduate,2005,Nagaland,Female,0
1248,Graduate,2006,Sikkim,Female,0
1252,Graduate,2006,Tripura,Female,0
812,Diploma,2012,Manipur,Female,0
1366,Graduate,2008,Lakshadweep,Female,0
1372,Graduate,2008,Manipur,Female,0
1373,Graduate,2008,Manipur,Male,0
1375,Graduate,2008,Meghalaya,Male,0
1376,Graduate,2008,Mizoram,Female,0
1377,Graduate,2008,Mizoram,Male,0
1378,Graduate,2008,Nagaland,Female,0
1379,Graduate,2008,Nagaland,Male,0
1388,Graduate,2008,Sikkim,Female,0
1393,Graduate,2008,Tripura,Male,0
1401,Graduate,2009,A & N Islands,Male,0
4038,Middle,2010,Nagaland,Female,0
1404,Graduate,2009,Arunachal Pradesh,Female,0
1405,Graduate,2009,Arunachal Pradesh,Male,0
4027,Middle,2010,Lakshadweep,Male,0
1414,Graduate,2009,D & N Haveli,Female,0
1415,Graduate,2009,D & N Haveli,Male,0
1416,Graduate,2009,Daman & Diu,Female,0
1436,Graduate,2009,Lakshadweep,Female,0
1437,Graduate,2009,Lakshadweep,Male,0
1442,Graduate,2009,Manipur,Female,0
1443,Graduate,2009,Manipur,Male,0
1444,Graduate,2009,Meghalaya,Female,0
1446,Graduate,2009,Mizoram,Female,0
1367,Graduate,2008,Lakshadweep,Male,0
1358,Graduate,2008,Jammu & Kashmir,Female,0
1264,Graduate,2007,Arunachal Pradesh,Female,0
1346,Graduate,2008,Daman & Diu,Female,0
1275,Graduate,2007,D & N Haveli,Male,0
4167,Middle,2012,Lakshadweep,Male,0
4166,Middle,2012,Lakshadweep,Female,0
1276,Graduate,2007,Daman & Diu,Female,0
1277,Graduate,2007,Daman & Diu,Male,0
1296,Graduate,2007,Lakshadweep,Female,0
1297,Graduate,2007,Lakshadweep,Male,0
1302,Graduate,2007,Manipur,Female,0
1303,Graduate,2007,Manipur,Male,0
1304,Graduate,2007,Meghalaya,Female,0
1305,Graduate,2007,Meghalaya,Male,0
1308,Graduate,2007,Nagaland,Female,0
1309,Graduate,2007,Nagaland,Male,0
1318,Graduate,2007,Sikkim,Female,0
1322,Graduate,2007,Tripura,Female,0
1323,Graduate,2007,Tripura,Male,0
1330,Graduate,2008,A & N Islands,Female,0
1331,Graduate,2008,A & N Islands,Male,0
1334,Graduate,2008,Arunachal Pradesh,Female,0
1335,Graduate,2008,Arunachal Pradesh,Male,0
4097,Middle,2011,Lakshadweep,Male,0
4096,Middle,2011,Lakshadweep,Female,0
1344,Graduate,2008,D & N Haveli,Female,0
1098,Graduate,2004,Nagaland,Female,0
1097,Graduate,2004,Mizoram,Male,0
1094,Graduate,2004,Meghalaya,Female,0
876,Graduate,2001,Lakshadweep,Female,0
883,Graduate,2001,Manipur,Male,0
884,Graduate,2001,Meghalaya,Female,0
886,Graduate,2001,Mizoram,Female,0
887,Graduate,2001,Mizoram,Male,0
888,Graduate,2001,Nagaland,Female,0
4669,No Education,2007,Nagaland,Male,0
4668,No Education,2007,Nagaland,Female,0
889,Graduate,2001,Nagaland,Male,0
4657,No Education,2007,Lakshadweep,Male,0
4656,No Education,2007,Lakshadweep,Female,0
894,Graduate,2001,Punjab,Female,0
898,Graduate,2001,Sikkim,Female,0
899,Graduate,2001,Sikkim,Male,0
902,Graduate,2001,Tripura,Female,0
903,Graduate,2001,Tripura,Male,0
910,Graduate,2002,A & N Islands,Female,0
914,Graduate,2002,Arunachal Pradesh,Female,0
915,Graduate,2002,Arunachal Pradesh,Male,0
4637,No Education,2007,Daman & Diu,Male,0
4636,No Education,2007,Daman & Diu,Female,0
924,Graduate,2002,D & N Haveli,Female,0
925,Graduate,2002,D & N Haveli,Male,0
926,Graduate,2002,Daman & Diu,Female,0
877,Graduate,2001,Lakshadweep,Male,0
870,Graduate,2001,Jharkhand,Female,0
1092,Graduate,2004,Manipur,Female,0
861,Graduate,2001,Goa,Male,0
4770,No Education,2009,Chandigarh,Female,0
814,Diploma,2012,Meghalaya,Female,0
815,Diploma,2012,Meghalaya,Male,0
816,Diploma,2012,Mizoram,Female,0
817,Diploma,2012,Mizoram,Male,0
818,Diploma,2012,Nagaland,Female,0
819,Diploma,2012,Nagaland,Male,0
828,Diploma,2012,Sikkim,Female,0
829,Diploma,2012,Sikkim,Male,0
832,Diploma,2012,Tripura,Female,0
4742,No Education,2008,Puducherry,Female,0
4738,No Education,2008,Nagaland,Female,0
4737,No Education,2008,Mizoram,Male,0
4732,No Education,2008,Manipur,Female,0
840,Graduate,2001,A & N Islands,Female,0
844,Graduate,2001,Arunachal Pradesh,Female,0
4727,No Education,2008,Lakshadweep,Male,0
4726,No Education,2008,Lakshadweep,Female,0
850,Graduate,2001,Chandigarh,Female,0
854,Graduate,2001,D & N Haveli,Female,0
855,Graduate,2001,D & N Haveli,Male,0
857,Graduate,2001,Daman & Diu,Male,0
860,Graduate,2001,Goa,Female,0
927,Graduate,2002,Daman & Diu,Male,0
939,Graduate,2002,Jammu & Kashmir,Male,0
4596,No Education,2006,Mizoram,Female,0
4592,No Education,2006,Manipur,Female,0
1027,Graduate,2003,Mizoram,Male,0
1028,Graduate,2003,Nagaland,Female,0
1029,Graduate,2003,Nagaland,Male,0
1038,Graduate,2003,Sikkim,Female,0
1039,Graduate,2003,Sikkim,Male,0
4469,No Education,2004,Sikkim,Male,0
4468,No Education,2004,Sikkim,Female,0
1050,Graduate,2004,A & N Islands,Female,0
4463,No Education,2004,Puducherry,Male,0
1054,Graduate,2004,Arunachal Pradesh,Female,0
4456,No Education,2004,Mizoram,Female,0
4452,No Education,2004,Manipur,Female,0
1055,Graduate,2004,Arunachal Pradesh,Male,0
1058,Graduate,2004,Bihar,Female,0
4447,No Education,2004,Lakshadweep,Male,0
4446,No Education,2004,Lakshadweep,Female,0
1064,Graduate,2004,D & N Haveli,Female,0
1065,Graduate,2004,D & N Haveli,Male,0
1066,Graduate,2004,Daman & Diu,Female,0
1067,Graduate,2004,Daman & Diu,Male,0
1079,Graduate,2004,Jammu & Kashmir,Male,0
1086,Graduate,2004,Lakshadweep,Female,0
1087,Graduate,2004,Lakshadweep,Male,0
1026,Graduate,2003,Mizoram,Female,0
1024,Graduate,2003,Meghalaya,Female,0
1023,Graduate,2003,Manipur,Male,0
4561,No Education,2006,Chandigarh,Male,0
946,Graduate,2002,Lakshadweep,Female,0
947,Graduate,2002,Lakshadweep,Male,0
4587,No Education,2006,Lakshadweep,Male,0
4586,No Education,2006,Lakshadweep,Female,0
952,Graduate,2002,Manipur,Female,0
954,Graduate,2002,Meghalaya,Female,0
955,Graduate,2002,Meghalaya,Male,0
956,Graduate,2002,Mizoram,Female,0
958,Graduate,2002,Nagaland,Female,0
959,Graduate,2002,Nagaland,Male,0
984,Graduate,2003,Arunachal Pradesh,Female,0
1022,Graduate,2003,Manipur,Female,0
994,Graduate,2003,D & N Haveli,Female,0
995,Graduate,2003,D & N Haveli,Male,0
4526,No Education,2005,Mizoram,Female,0
996,Graduate,2003,Daman & Diu,Female,0
997,Graduate,2003,Daman & Diu,Male,0
4517,No Education,2005,Lakshadweep,Male,0
4516,No Education,2005,Lakshadweep,Female,0
1009,Graduate,2003,Jammu & Kashmir,Male,0
1016,Graduate,2003,Lakshadweep,Female,0
1017,Graduate,2003,Lakshadweep,Male,0
1447,Graduate,2009,Mizoram,Male,0
1448,Graduate,2009,Nagaland,Female,0
1449,Graduate,2009,Nagaland,Male,0
2117,Intermediate/Pre-University,2007,Daman & Diu,Male,0
2137,Intermediate/Pre-University,2007,Lakshadweep,Male,0
3327,Matriculate/Secondary,2012,Lakshadweep,Male,0
3326,Matriculate/Secondary,2012,Lakshadweep,Female,0
2148,Intermediate/Pre-University,2007,Nagaland,Female,0
2149,Intermediate/Pre-University,2007,Nagaland,Male,0
2159,Intermediate/Pre-University,2007,Sikkim,Male,0
2175,Intermediate/Pre-University,2008,Arunachal Pradesh,Male,0
3306,Matriculate/Secondary,2012,Daman & Diu,Female,0
2184,Intermediate/Pre-University,2008,D & N Haveli,Female,0
2206,Intermediate/Pre-University,2008,Lakshadweep,Female,0
2207,Intermediate/Pre-University,2008,Lakshadweep,Male,0
2218,Intermediate/Pre-University,2008,Nagaland,Female,0
2219,Intermediate/Pre-University,2008,Nagaland,Male,0
3257,Matriculate/Secondary,2011,Lakshadweep,Male,0
3256,Matriculate/Secondary,2011,Lakshadweep,Female,0
2245,Intermediate/Pre-University,2009,Arunachal Pradesh,Male,0
2257,Intermediate/Pre-University,2009,Daman & Diu,Male,0
2276,Intermediate/Pre-University,2009,Lakshadweep,Female,0
2277,Intermediate/Pre-University,2009,Lakshadweep,Male,0
2282,Intermediate/Pre-University,2009,Manipur,Female,0
2283,Intermediate/Pre-University,2009,Manipur,Male,0
2286,Intermediate/Pre-University,2009,Mizoram,Female,0
2287,Intermediate/Pre-University,2009,Mizoram,Male,0
2136,Intermediate/Pre-University,2007,Lakshadweep,Female,0
2116,Intermediate/Pre-University,2007,Daman & Diu,Female,0
1964,Intermediate/Pre-University,2005,Arunachal Pradesh,Female,0
1,Diploma,2001,A & N Islands,Male,0
1975,Intermediate/Pre-University,2005,D & N Haveli,Male,0
1976,Intermediate/Pre-University,2005,Daman & Diu,Female,0
3467,Middle,2002,Lakshadweep,Male,0
3466,Middle,2002,Lakshadweep,Female,0
1996,Intermediate/Pre-University,2005,Lakshadweep,Female,0
1997,Intermediate/Pre-University,2005,Lakshadweep,Male,0
2002,Intermediate/Pre-University,2005,Manipur,Female,0
2006,Intermediate/Pre-University,2005,Mizoram,Female,0
2007,Intermediate/Pre-University,2005,Mizoram,Male,0
2008,Intermediate/Pre-University,2005,Nagaland,Female,0
3446,Middle,2002,Daman & Diu,Female,0
2030,Intermediate/Pre-University,2006,A & N Islands,Female,0
2044,Intermediate/Pre-University,2006,D & N Haveli,Female,0
2045,Intermediate/Pre-University,2006,D & N Haveli,Male,0
3397,Middle,2001,Lakshadweep,Male,0
3396,Middle,2001,Lakshadweep,Female,0
2066,Intermediate/Pre-University,2006,Lakshadweep,Female,0
2067,Intermediate/Pre-University,2006,Lakshadweep,Male,0
2074,Intermediate/Pre-University,2006,Meghalaya,Female,0
2076,Intermediate/Pre-University,2006,Mizoram,Female,0
2077,Intermediate/Pre-University,2006,Mizoram,Male,0
2078,Intermediate/Pre-University,2006,Nagaland,Female,0
2088,Intermediate/Pre-University,2006,Sikkim,Female,0
2288,Intermediate/Pre-University,2009,Nagaland,Female,0
3198,Matriculate/Secondary,2010,Nagaland,Female,0
3196,Matriculate/Secondary,2010,Mizoram,Female,0
2324,Intermediate/Pre-University,2010,D & N Haveli,Female,0
3047,Matriculate/Secondary,2008,Lakshadweep,Male,0
3046,Matriculate/Secondary,2008,Lakshadweep,Female,0
2556,Matriculate/Secondary,2001,Lakshadweep,Female,0
2557,Matriculate/Secondary,2001,Lakshadweep,Male,0
2626,Matriculate/Secondary,2002,Lakshadweep,Female,0
2627,Matriculate/Secondary,2002,Lakshadweep,Male,0
2634,Matriculate/Secondary,2002,Meghalaya,Female,0
2636,Matriculate/Secondary,2002,Mizoram,Female,0
2676,Matriculate/Secondary,2003,Daman & Diu,Female,0
2696,Matriculate/Secondary,2003,Lakshadweep,Female,0
2697,Matriculate/Secondary,2003,Lakshadweep,Male,0
2708,Matriculate/Secondary,2003,Nagaland,Female,0
2718,Matriculate/Secondary,2003,Sikkim,Female,0
2916,Matriculate/Secondary,2006,Mizoram,Female,0
2907,Matriculate/Secondary,2006,Lakshadweep,Male,0
2744,Matriculate/Secondary,2004,D & N Haveli,Female,0
2766,Matriculate/Secondary,2004,Lakshadweep,Female,0
2767,Matriculate/Secondary,2004,Lakshadweep,Male,0
